S000,lng_w,lat_w,lng_h,lat_h,dis,sum_p
1,135.210735,34.6631078,135.20729024701694,34.6582973546,0.6,1076
3,135.2140986,34.6696569,135.2255669319879,34.67624959759997,1.3,2017
4,135.2140986,34.6696569,135.21829388801564,34.669806245067214,0.4,2017
2,135.2039939,34.6694625,135.20871377695698,34.67563789109457,0.8,809
2,135.2101714,34.6639883,135.2088384862406,34.666786749177845,0.3,456
2,135.2182844,34.6659964,135.22593807888208,34.66284895176067,0.8,2525
1,135.2101714,34.6639883,135.209602949316,34.6668509684217,0.3,456
2,135.2182844,34.6659964,135.2214372493257,34.66349574113508,0.4,2525
5,135.2182844,34.6659964,135.21876888895187,34.66158864002595,0.5,2525
2,135.2126072,34.66373,135.2132943525383,34.6603825485086,0.4,781
1,135.2126072,34.66373,135.2186856591144,34.6562877273567,1.0,781
3,135.2182844,34.6659964,135.22721160649562,34.67250705653056,1.1,2525
4,135.2101714,34.6639883,135.20897638079333,34.66448860986223,0.1,456
5,135.2126072,34.66373,135.2139404164651,34.659058745145025,0.5,781
4,135.2182844,34.6659964,135.22081996364977,34.666205076656595,0.2,2525
2,135.2101714,34.6639883,135.20801164993102,34.662828150078525,0.2,456
4,135.2140986,34.6696569,135.2104526504317,34.675038701169996,0.7,2017
4,135.2182844,34.6659964,135.22763075570273,34.655721004188145,1.4,2525
3,135.2182844,34.6659964,135.2242481916748,34.66128021229403,0.8,2525
3,135.210735,34.6631078,135.2074757068308,34.66089266378141,0.4,1076
5,135.2140986,34.6696569,135.21338394683917,34.67181301996502,0.2,2017
2,135.2182844,34.6659964,135.21781354122663,34.66273174905258,0.4,2525
3,135.2182844,34.6659964,135.22604716149797,34.673293801961904,1.1,2525
5,135.2140986,34.6696569,135.21282809862308,34.67237828406096,0.3,2017
5,135.2126072,34.66373,135.21756375952538,34.65897454214574,0.7,781
3,135.2140986,34.6696569,135.21910596945102,34.67179095318587,0.5,2017
1,135.2182844,34.6659964,135.2206103267309,34.66757856108515,0.3,2525
2,135.2140986,34.6696569,135.22070251660165,34.678348400716196,1.1,2017
5,135.2182844,34.6659964,135.21973459748926,34.6698350613877,0.4,2525
5,135.2140986,34.6696569,135.21410782027203,34.66716768905886,0.3,2017
4,135.2182844,34.6659964,135.2283523357431,34.6624351203937,1.0,2525
2,135.210735,34.6631078,135.2091819766536,34.66212774306151,0.2,1076
3,135.2182844,34.6659964,135.22081651615474,34.66193424214064,0.5,2525
2,135.2182844,34.6659964,135.22155506528648,34.65531365565071,1.2,2525
3,135.2182844,34.6659964,135.22709275562917,34.67411477959519,1.2,2525
4,135.210735,34.6631078,135.21015039847882,34.65472522713307,0.9,1076
3,135.2140986,34.6696569,135.21841830300616,34.67757955778929,1.0,2017
4,135.2182844,34.6659964,135.22725302313708,34.660101218694344,1.1,2525
2,135.2039939,34.6694625,135.20588957581668,34.66837816894948,0.2,809
2,135.210735,34.6631078,135.21469556718432,34.65714259931894,0.8,1076
3,135.2182844,34.6659964,135.22379307300912,34.65804834878872,1.0,2525
4,135.2039939,34.6694625,135.20599982678206,34.67368576802296,0.5,809
1,135.2182844,34.6659964,135.2284937582239,34.67306735918181,1.2,2525
4,135.2101714,34.6639883,135.2059259632777,34.66506331967176,0.4,456
4,135.210735,34.6631078,135.2138039605185,34.65687271345743,0.7,1076
1,135.2182844,34.6659964,135.22768033444095,34.662197378178114,1.0,2525
5,135.2101714,34.6639883,135.20701856179244,34.66535788483636,0.3,456
2,135.2182844,34.6659964,135.22691328897537,34.66784238056208,0.8,2525
1,135.2182844,34.6659964,135.21732538702346,34.66624932555374,0.1,2525
1,135.2182844,34.6659964,135.22201301563106,34.66634329489372,0.3,2525
4,135.2182844,34.6659964,135.22542970486126,34.67125899769685,0.9,2525
2,135.210735,34.6631078,135.21494378977937,34.654532022935086,1.0,1076
4,135.2140986,34.6696569,135.2277982292039,34.67890439037544,1.6,2017
5,135.2140986,34.6696569,135.21642391213626,34.668104657529966,0.3,2017
1,135.2039939,34.6694625,135.20723353329132,34.674491921260724,0.6,809
2,135.2182844,34.6659964,135.22412512838795,34.67055237075778,0.7,2525
4,135.2140986,34.6696569,135.2223647441561,34.67889525207738,1.3,2017
3,135.2140986,34.6696569,135.21322667217677,34.675083855114806,0.6,2017
1,135.2140986,34.6696569,135.21657766122593,34.67465032771225,0.6,2017
3,135.2182844,34.6659964,135.22660883004252,34.66689489941526,0.8,2525
1,135.210735,34.6631078,135.2130958958946,34.65692421145901,0.7,1076
1,135.2182844,34.6659964,135.22284531947255,34.67203271173132,0.8,2525
5,135.2140986,34.6696569,135.22025428657506,34.675286979004774,0.8,2017
5,135.2182844,34.6659964,135.22636287065237,34.67514921265221,1.3,2525
1,135.210735,34.6631078,135.20719887577013,34.66136048243497,0.4,1076
1,135.210735,34.6631078,135.20588547072416,34.654281797665135,1.1,1076
5,135.210735,34.6631078,135.21284389524047,34.65469404993906,1.0,1076
5,135.210735,34.6631078,135.2084164626385,34.65702049115252,0.7,1076
4,135.2140986,34.6696569,135.21399280974666,34.66809481975889,0.2,2017
2,135.210735,34.6631078,135.21034234592847,34.66036608334959,0.3,1076
1,135.2182844,34.6659964,135.22504770552223,34.67093442786871,0.8,2525
4,135.2182844,34.6659964,135.22665769522447,34.6592469402924,1.1,2525
3,135.2126072,34.66373,135.21338158681505,34.66566544857373,0.2,781
3,135.2182844,34.6659964,135.2250757482415,34.66249136649711,0.7,2525
1,135.2182844,34.6659964,135.2267186417481,34.66285639407648,0.8,2525
1,135.2140986,34.6696569,135.2215467800915,34.67815915484408,1.2,2017
3,135.2039939,34.6694625,135.20377554086124,34.669787101240736,0.0,809
4,135.2182844,34.6659964,135.22645140923217,34.67002686293453,0.9,2525
2,135.2140986,34.6696569,135.21981225045604,34.675738302713874,0.9,2017
1,135.2140986,34.6696569,135.2131756917928,34.67535083609063,0.6,2017
4,135.2140986,34.6696569,135.21141205026495,34.673126651637666,0.5,2017
3,135.210735,34.6631078,135.20383225531344,34.655011668064475,1.1,1076
1,135.2182844,34.6659964,135.22731836585425,34.66301209133866,0.9,2525
1,135.2182844,34.6659964,135.22496314204014,34.672297038912525,0.9,2525
1,135.210735,34.6631078,135.21199634678968,34.65606584671944,0.8,1076
5,135.2126072,34.66373,135.21372876397524,34.664986918984276,0.2,781
1,135.2182844,34.6659964,135.22457707605767,34.67436708946073,1.1,2525
3,135.210735,34.6631078,135.20850880629894,34.65510747936327,0.9,1076
1,135.2126072,34.66373,135.2142129574877,34.66596878138302,0.3,781
5,135.210735,34.6631078,135.20346275960884,34.659490823189685,0.8,1076
1,135.2101714,34.6639883,135.21088441215667,34.66443085570461,0.1,456
1,135.2140986,34.6696569,135.21773419275618,34.673657454392384,0.6,2017
3,135.2101714,34.6639883,135.2035561573502,34.66106700908542,0.7,456
2,135.210735,34.6631078,135.20576987233062,34.661470066542236,0.5,1076
3,135.2182844,34.6659964,135.22025529784727,34.65944564569673,0.7,2525
5,135.210735,34.6631078,135.21157954513276,34.657692761631395,0.6,1076
2,135.2140986,34.6696569,135.2135834864508,34.67305326918323,0.4,2017
2,135.2140986,34.6696569,135.2208723072246,34.677674601603414,1.1,2017
1,135.2140986,34.6696569,135.2151567228409,34.67016694807078,0.1,2017
1,135.2101714,34.6639883,135.20540340694066,34.66480178448906,0.4,456
4,135.2140986,34.6696569,135.22016664960458,34.67674429995814,1.0,2017
5,135.2126072,34.66373,135.21277591901335,34.66225101826004,0.2,781
4,135.2140986,34.6696569,135.2152493407125,34.678739539495545,1.0,2017
3,135.2140986,34.6696569,135.22121286846738,34.67304833879073,0.8,2017
5,135.2039939,34.6694625,135.203688545363,34.665127169346434,0.5,809
4,135.2182844,34.6659964,135.2221809070852,34.65834956433805,0.9,2525
4,135.2140986,34.6696569,135.21661535315403,34.67100387195282,0.3,2017
4,135.2182844,34.6659964,135.21823819327776,34.66299716716003,0.3,2525
5,135.2126072,34.66373,135.2173218513871,34.65977925973366,0.6,781
1,135.2182844,34.6659964,135.22207665737903,34.658927846675816,0.9,2525
1,135.210735,34.6631078,135.20763231781106,34.66014191749172,0.4,1076
2,135.2126072,34.66373,135.21829979523102,34.65673416533349,0.9,781
3,135.2182844,34.6659964,135.22839964828185,34.65574345633595,1.5,2525
1,135.2126072,34.66373,135.21724219374445,34.65756713108443,0.8,781
5,135.2039939,34.6694625,135.2034767947977,34.670784320713686,0.2,809
2,135.2182844,34.6659964,135.21983795958718,34.66262051684643,0.4,2525
4,135.210735,34.6631078,135.20523314307738,34.65588497774563,0.9,1076
5,135.2126072,34.66373,135.21436623453832,34.66394240168572,0.2,781
3,135.2182844,34.6659964,135.22732061520705,34.67127955662424,1.0,2525
2,135.2101714,34.6639883,135.2059297435271,34.66529698998146,0.4,456
1,135.2182844,34.6659964,135.227690873522,34.66657166905466,0.9,2525
2,135.210735,34.6631078,135.21106340757797,34.65978797692843,0.4,1076
2,135.2140986,34.6696569,135.21645999564015,34.67599873033375,0.7,2017
2,135.2140986,34.6696569,135.21992160172434,34.678921877752856,1.2,2017
4,135.2101714,34.6639883,135.20473172049617,34.66167832182411,0.6,456
3,135.2101714,34.6639883,135.2049832984742,34.66423660846268,0.5,456
5,135.2182844,34.6659964,135.22800658264788,34.66691424513966,0.9,2525
4,135.2126072,34.66373,135.2125689697676,34.665574112015506,0.2,781
5,135.2140986,34.6696569,135.22191842445244,34.67315195094052,0.8,2017
5,135.2182844,34.6659964,135.22767469887572,34.67163842417818,1.1,2525
1,135.210735,34.6631078,135.2116407625072,34.65474153693653,0.9,1076
5,135.2182844,34.6659964,135.22280144852888,34.670512233553275,0.6,2525
3,135.2101714,34.6639883,135.20912663185166,34.666808649504716,0.3,456
2,135.2140986,34.6696569,135.214013980127,34.668261668920074,0.2,2017
4,135.2140986,34.6696569,135.20967154225465,34.668341417528104,0.4,2017
2,135.2140986,34.6696569,135.21526619110975,34.67802078302441,0.9,2017
2,135.2126072,34.66373,135.21556028724618,34.660057360781394,0.5,781
3,135.2182844,34.6659964,135.22271211443035,34.662260603882466,0.6,2525
5,135.2039939,34.6694625,135.2047163436844,34.676826073406254,0.8,809
1,135.2039939,34.6694625,135.20532184352606,34.67373745728239,0.5,809
4,135.2101714,34.6639883,135.2045400702931,34.663382386009935,0.5,456
1,135.2182844,34.6659964,135.22369735501485,34.654353270662824,1.4,2525
2,135.2140986,34.6696569,135.2154283786528,34.67720208003125,0.8,2017
2,135.2182844,34.6659964,135.22268862064158,34.665925934185886,0.4,2525
1,135.2182844,34.6659964,135.2254866001792,34.66902824541185,0.7,2525
2,135.2140986,34.6696569,135.2140018996038,34.67064024776387,0.1,2017
3,135.2140986,34.6696569,135.2241792921953,34.677523119555424,1.3,2017
3,135.2182844,34.6659964,135.2178225465835,34.66636716663829,0.1,2525
4,135.2140986,34.6696569,135.21157052967763,34.671345873723375,0.3,2017
4,135.2126072,34.66373,135.2147606425766,34.65813031572697,0.7,781
4,135.2140986,34.6696569,135.21840675088026,34.67345058547081,0.6,2017
2,135.2182844,34.6659964,135.22007452822558,34.66407807808265,0.3,2525
4,135.2182844,34.6659964,135.22169935177146,34.65554283983847,1.2,2525
5,135.2101714,34.6639883,135.20473278901912,34.664740154192295,0.5,456
4,135.210735,34.6631078,135.21088923571176,34.65540306690856,0.9,1076
3,135.2182844,34.6659964,135.22533206344048,34.66483711042506,0.7,2525
1,135.210735,34.6631078,135.20769073894218,34.65896973734072,0.5,1076
5,135.2039939,34.6694625,135.20858336187086,34.67595956582623,0.8,809
5,135.210735,34.6631078,135.21160691268997,34.65805135911989,0.6,1076
2,135.2182844,34.6659964,135.22476090631156,34.667742037023665,0.6,2525
3,135.210735,34.6631078,135.21286354145354,34.65781641410692,0.6,1076
1,135.2039939,34.6694625,135.20498502387315,34.66658834698417,0.3,809
2,135.2140986,34.6696569,135.21584542111103,34.67856708566275,1.0,2017
3,135.2140986,34.6696569,135.2160948968107,34.672702315173396,0.4,2017
1,135.2182844,34.6659964,135.21908027701943,34.66667978599037,0.1,2525
4,135.2140986,34.6696569,135.21921355423595,34.67835566424688,1.1,2017
5,135.2182844,34.6659964,135.22217372310502,34.6667897090537,0.4,2525
3,135.2140986,34.6696569,135.21083289973697,34.6687595149591,0.3,2017
2,135.2182844,34.6659964,135.22176484259688,34.66760211921727,0.4,2525
5,135.2126072,34.66373,135.2138568125695,34.665375866951145,0.2,781
1,135.210735,34.6631078,135.2135338819617,34.654511184111264,1.0,1076
4,135.2039939,34.6694625,135.2076403810309,34.677091402669475,0.9,809
5,135.210735,34.6631078,135.20414679952293,34.659645730093125,0.7,1076
4,135.2140986,34.6696569,135.21518698244105,34.677946797152124,0.9,2017
4,135.2140986,34.6696569,135.2186124329979,34.6707752454442,0.4,2017
3,135.2039939,34.6694625,135.20370023515113,34.66845677030926,0.1,809
3,135.2101714,34.6639883,135.20817281292736,34.665688785407184,0.3,456
4,135.2182844,34.6659964,135.22054690678078,34.66137221557121,0.6,2525
1,135.2182844,34.6659964,135.22053489847335,34.66489008074515,0.2,2525
2,135.2126072,34.66373,135.21220508802764,34.66461835356538,0.1,781
3,135.2039939,34.6694625,135.20516554791547,34.67142092882196,0.2,809
2,135.2039939,34.6694625,135.20421503305676,34.671209516028014,0.2,809
1,135.2182844,34.6659964,135.22535678795288,34.66852790215783,0.7,2525
1,135.2182844,34.6659964,135.22088004869732,34.6639061838481,0.3,2525
2,135.2182844,34.6659964,135.22857100698678,34.6650554618329,0.9,2525
3,135.2182844,34.6659964,135.22357804916396,34.664134004586316,0.5,2525
3,135.2182844,34.6659964,135.2182719191185,34.66594778267085,0.0,2525
5,135.2182844,34.6659964,135.2287003802514,34.65636510418694,1.4,2525
1,135.2140986,34.6696569,135.21213884344232,34.677701024555965,0.9,2017
3,135.2182844,34.6659964,135.21866087243708,34.66582383516888,0.0,2525
2,135.2140986,34.6696569,135.21968530829912,34.67200374484371,0.6,2017
1,135.2140986,34.6696569,135.21309016458017,34.67335159736036,0.4,2017
4,135.210735,34.6631078,135.2107857007368,34.65999929886684,0.3,1076
3,135.210735,34.6631078,135.2142152344159,34.65453544238847,1.0,1076
4,135.210735,34.6631078,135.2092861827211,34.66086894505259,0.3,1076
5,135.210735,34.6631078,135.21042740605512,34.66163916539191,0.2,1076
4,135.2101714,34.6639883,135.20633609735845,34.66470012548223,0.4,456
5,135.210735,34.6631078,135.2071262201862,34.660810553508526,0.4,1076
5,135.210735,34.6631078,135.20355577540468,34.65517168424109,1.1,1076
3,135.2126072,34.66373,135.218911235189,34.65720012187957,0.9,781
1,135.210735,34.6631078,135.2034311429657,34.6571979630231,0.9,1076
1,135.2182844,34.6659964,135.2209460215011,34.66578015247797,0.2,2525
5,135.2140986,34.6696569,135.2264128584745,34.67755402733228,1.4,2017
2,135.2182844,34.6659964,135.22027277288066,34.65726134617581,1.0,2525
4,135.210735,34.6631078,135.20577452345717,34.65542755279261,1.0,1076
1,135.2182844,34.6659964,135.21950451861673,34.66963233184659,0.4,2525
4,135.2182844,34.6659964,135.22076541232278,34.66295488055349,0.4,2525
2,135.210735,34.6631078,135.21113164857522,34.66189318761986,0.1,1076
3,135.2140986,34.6696569,135.2160639413532,34.670840719393354,0.2,2017
5,135.2140986,34.6696569,135.22104238389937,34.674174921804756,0.8,2017
3,135.2140986,34.6696569,135.20939634242777,34.66828752237505,0.5,2017
2,135.2126072,34.66373,135.2118910223922,34.66616634625729,0.3,781
1,135.2182844,34.6659964,135.2286141833805,34.6669995874079,1.0,2525
4,135.210735,34.6631078,135.2064069601739,34.654776181861656,1.0,1076
2,135.2126072,34.66373,135.21293548503445,34.662017904528405,0.2,781
5,135.2182844,34.6659964,135.22638071142518,34.65473517355199,1.5,2525
2,135.2039939,34.6694625,135.20335869761033,34.66767314786532,0.2,809
2,135.2140986,34.6696569,135.22520992164337,34.6754616723735,1.2,2017
5,135.2182844,34.6659964,135.22290849269132,34.659535642170546,0.8,2525
3,135.2101714,34.6639883,135.20633664943077,34.66528004633717,0.4,456
3,135.2182844,34.6659964,135.21923541276357,34.66447874746794,0.2,2525
2,135.2140986,34.6696569,135.21161328625226,34.6675624675193,0.3,2017
5,135.2101714,34.6639883,135.204174349914,34.661341001444306,0.6,456
2,135.2182844,34.6659964,135.22376153077363,34.66575376416002,0.5,2525
1,135.2039939,34.6694625,135.20668865355336,34.676572809088206,0.8,809
4,135.2039939,34.6694625,135.20759242161546,34.66806617694678,0.4,809
1,135.2182844,34.6659964,135.22722260508527,34.66074830744397,1.0,2525
2,135.2182844,34.6659964,135.21747474785673,34.6622152227351,0.4,2525
3,135.210735,34.6631078,135.20667797127632,34.660332607480136,0.5,1076
3,135.2126072,34.66373,135.21979750448975,34.65720546570824,1.0,781
3,135.2182844,34.6659964,135.22261718660528,34.6643188826058,0.4,2525
3,135.2126072,34.66373,135.22127007052362,34.65446772956168,1.3,781
1,135.2126072,34.66373,135.21582304524534,34.66134361958166,0.4,781
5,135.2140986,34.6696569,135.22630590064202,34.67838303735887,1.5,2017
3,135.2101714,34.6639883,135.20762249582384,34.667136124818725,0.4,456
5,135.2101714,34.6639883,135.20336215017923,34.661194514120304,0.7,456
5,135.2140986,34.6696569,135.22291678804163,34.67426329728666,1.0,2017
3,135.2126072,34.66373,135.21247456999438,34.666807801106444,0.3,781
2,135.2182844,34.6659964,135.22519447930858,34.67448668348489,1.1,2525
3,135.2182844,34.6659964,135.2276439926735,34.661244182153865,1.0,2525
4,135.2140986,34.6696569,135.2125063702994,34.67718811421668,0.8,2017
1,135.2182844,34.6659964,135.22293436468374,34.655803716210094,1.2,2525
2,135.2039939,34.6694625,135.2038546336974,34.66465743894124,0.5,809
2,135.2126072,34.66373,135.21281750497985,34.66325842286958,0.1,781
3,135.2140986,34.6696569,135.21179768153203,34.676930074371164,0.8,2017
2,135.2182844,34.6659964,135.22318422574517,34.66065075761294,0.7,2525
1,135.210735,34.6631078,135.20542965396703,34.658418181775296,0.7,1076
2,135.2182844,34.6659964,135.22417382414585,34.657114850725385,1.1,2525
2,135.210735,34.6631078,135.20375344398735,34.659551914321995,0.8,1076
4,135.2182844,34.6659964,135.2275909508762,34.67596374598744,1.4,2525
5,135.2182844,34.6659964,135.22379356541262,34.66760094457789,0.5,2525
5,135.210735,34.6631078,135.21105068483075,34.662270499042485,0.1,1076
5,135.2182844,34.6659964,135.22070452822803,34.66240710220144,0.5,2525
4,135.2182844,34.6659964,135.2285371162714,34.66903632067193,1.0,2525
2,135.2182844,34.6659964,135.22081542638878,34.66138449620944,0.6,2525
2,135.2126072,34.66373,135.2152457351353,34.65948945263695,0.5,781
1,135.2182844,34.6659964,135.22382303956778,34.65901402792895,0.9,2525
1,135.2039939,34.6694625,135.2054680103225,34.66753184073193,0.3,809
3,135.210735,34.6631078,135.20682488207348,34.66170454485427,0.4,1076
5,135.210735,34.6631078,135.20994629436856,34.65925270145084,0.4,1076
1,135.2182844,34.6659964,135.22742973838697,34.66282576045958,0.9,2525
3,135.2140986,34.6696569,135.21133523517318,34.67276831074249,0.4,2017
5,135.2140986,34.6696569,135.21622429980516,34.67774576558241,0.9,2017
3,135.2126072,34.66373,135.2190967777063,34.65762293317377,0.9,781
3,135.2182844,34.6659964,135.22054018531077,34.66020481320597,0.7,2525
4,135.2182844,34.6659964,135.21781931116337,34.666247549043106,0.1,2525
4,135.2140986,34.6696569,135.2171474693939,34.67755036392732,0.9,2017
3,135.2126072,34.66373,135.21628996788613,34.655458570041105,1.0,781
5,135.2182844,34.6659964,135.22460535820696,34.67174869101224,0.9,2525
2,135.210735,34.6631078,135.20881687376306,34.660582648178725,0.3,1076
2,135.2140986,34.6696569,135.21734452202543,34.67778138989152,0.9,2017
5,135.2182844,34.6659964,135.2243186773517,34.66556985464016,0.6,2525
2,135.2039939,34.6694625,135.20518057621243,34.669024628967,0.1,809
4,135.2140986,34.6696569,135.21474223344146,34.674506413350414,0.5,2017
5,135.2101714,34.6639883,135.20965509967635,34.66389856963837,0.0,456
4,135.2140986,34.6696569,135.22604144804433,34.67687844118503,1.4,2017
3,135.2140986,34.6696569,135.2173788296583,34.6695164410828,0.3,2017
5,135.2182844,34.6659964,135.22567847104438,34.65486956080663,1.4,2525
4,135.2182844,34.6659964,135.2253110566961,34.67453706870416,1.1,2525
1,135.2039939,34.6694625,135.20580647770535,34.66670632681892,0.3,809
2,135.2101714,34.6639883,135.20836256185856,34.664498094438315,0.2,456
2,135.2182844,34.6659964,135.2271771743845,34.65749795871534,1.2,2525
2,135.2182844,34.6659964,135.22881084242945,34.66855458456,1.0,2525
5,135.2182844,34.6659964,135.22773501210517,34.673569862539885,1.2,2525
3,135.2140986,34.6696569,135.22068008639678,34.67354807783754,0.7,2017
1,135.2182844,34.6659964,135.2208590454373,34.65563242433506,1.2,2525
2,135.2140986,34.6696569,135.21937575513795,34.67573836388401,0.8,2017
5,135.2182844,34.6659964,135.21981447328469,34.66427147517853,0.2,2525
4,135.2140986,34.6696569,135.21189543387777,34.67720613510548,0.9,2017
4,135.2182844,34.6659964,135.22105217560352,34.66884907247796,0.4,2525
3,135.2182844,34.6659964,135.22237782263412,34.66919759006427,0.5,2525
1,135.2182844,34.6659964,135.21721277928555,34.665025245861834,0.1,2525
4,135.210735,34.6631078,135.21468286232707,34.655566942644896,0.9,1076
5,135.210735,34.6631078,135.20484954960074,34.65574551215825,1.0,1076
3,135.2182844,34.6659964,135.22668439009558,34.66100983881935,0.9,2525
1,135.210735,34.6631078,135.21055552052454,34.663443770955126,0.0,1076
4,135.2126072,34.66373,135.21727867090982,34.65455058865481,1.1,781
4,135.2182844,34.6659964,135.2248904724497,34.665408118597334,0.6,2525
1,135.2182844,34.6659964,135.22841827267845,34.66545580278159,0.9,2525
5,135.2182844,34.6659964,135.21898961052543,34.6622268603751,0.4,2525
1,135.2039939,34.6694625,135.20808769329588,34.674091959305144,0.6,809
5,135.2039939,34.6694625,135.20888100693975,34.675258157771026,0.8,809
3,135.2126072,34.66373,135.21586648970623,34.65658849218439,0.8,781
1,135.2182844,34.6659964,135.22424896078715,34.663250712611244,0.6,2525
1,135.2182844,34.6659964,135.2232773314154,34.66070071142355,0.7,2525
2,135.2039939,34.6694625,135.204199144905,34.66894711757983,0.1,809
5,135.210735,34.6631078,135.20653295108397,34.65594410081355,0.9,1076
3,135.2182844,34.6659964,135.21889265844604,34.6608693276178,0.6,2525
4,135.2182844,34.6659964,135.2227374479769,34.656672900566285,1.1,2525
2,135.2140986,34.6696569,135.21938879844058,34.67425682064904,0.7,2017
3,135.210735,34.6631078,135.20579031483598,34.655232520903915,1.0,1076
1,135.2182844,34.6659964,135.21886666742185,34.66297678703259,0.3,2525
5,135.2140986,34.6696569,135.22321989171058,34.67748636329701,1.2,2017
2,135.2039939,34.6694625,135.20840388852332,34.678998492183986,1.1,809
