S000,lng_w,lat_w,lng_h,lat_h,dis,sum_p
2,135.2182844,34.6659964,135.22007452822558,34.66407807808265,0.2687186456433028,2525
4,135.2182844,34.6659964,135.22169935177146,34.65554283983847,1.2011638376414913,2525
5,135.2101714,34.6639883,135.20473278901912,34.664740154192295,0.5054290073052431,456
4,135.210735,34.6631078,135.21088923571176,34.65540306690856,0.8548364714784915,1076
3,135.2182844,34.6659964,135.22533206344048,34.66483711042506,0.6586535075209627,2525
1,135.210735,34.6631078,135.20769073894218,34.65896973734072,0.5372120641658221,1076
5,135.2039939,34.6694625,135.20858336187086,34.67595956582623,0.8345088226303857,809
5,135.210735,34.6631078,135.21160691268997,34.65805135911989,0.5665982374167186,1076
2,135.2182844,34.6659964,135.22476090631156,34.667742037023665,0.6244029619230778,2525
3,135.210735,34.6631078,135.21286354145354,34.65781641410692,0.6185732260956849,1076
1,135.2039939,34.6694625,135.20498502387315,34.66658834698417,0.3315311907028711,809
2,135.2140986,34.6696569,135.21584542111103,34.67856708566275,1.0013289040171893,2017
3,135.2140986,34.6696569,135.2160948968107,34.672702315173396,0.384204403491749,2017
1,135.2182844,34.6659964,135.21908027701943,34.66667978599037,0.10520791889340489,2525
4,135.2140986,34.6696569,135.21921355423595,34.67835566424688,1.072831501142087,2017
5,135.2182844,34.6659964,135.22217372310502,34.6667897090537,0.36718645894532936,2525
3,135.2140986,34.6696569,135.21083289973697,34.6687595149591,0.31543558233998564,2017
2,135.2182844,34.6659964,135.22176484259688,34.66760211921727,0.3653694906806047,2525
5,135.2126072,34.66373,135.2138568125695,34.665375866951145,0.21553590382260682,781
1,135.210735,34.6631078,135.2135338819617,34.654511184111264,0.9875680749605065,1076
4,135.2039939,34.6694625,135.2076403810309,34.677091402669475,0.9099054589797687,809
5,135.210735,34.6631078,135.20414679952293,34.659645730093125,0.7156741560495218,1076
4,135.2140986,34.6696569,135.21518698244105,34.677946797152124,0.9250304091944581,2017
4,135.2140986,34.6696569,135.2186124329979,34.6707752454442,0.43190770605966655,2017
3,135.2039939,34.6694625,135.20370023515113,34.66845677030926,0.11477085660120882,809
3,135.2101714,34.6639883,135.20817281292736,34.665688785407184,0.26295220644582695,456
4,135.2182844,34.6659964,135.22054690678078,34.66137221557121,0.553314474664693,2525
1,135.2182844,34.6659964,135.22053489847337,34.66489008074515,0.2400258585123665,2525
2,135.2126072,34.66373,135.21220508802764,34.66461835356538,0.10521584861447073,781
3,135.2039939,34.6694625,135.20516554791547,34.67142092882196,0.24234737986409902,809
2,135.2039939,34.6694625,135.20421503305676,34.671209516028014,0.1948613106639816,809
1,135.2182844,34.6659964,135.22535678795288,34.66852790215783,0.706445670428302,2525
1,135.2182844,34.6659964,135.22088004869732,34.6639061838481,0.33221968275158864,2525
2,135.2182844,34.6659964,135.22857100698678,34.6650554618329,0.9486110804059208,2525
3,135.2182844,34.6659964,135.22357804916396,34.664134004586316,0.527363554581344,2525
3,135.2182844,34.6659964,135.2182719191185,34.66594778267085,0.005513325065412028,2525
5,135.2182844,34.6659964,135.2287003802514,34.65636510418694,1.4328754062816333,2525
1,135.2140986,34.6696569,135.21213884344232,34.677701024555965,0.9102676627739831,2017
3,135.2182844,34.6659964,135.21866087243708,34.66582383516888,0.03946103643545907,2525
2,135.2140986,34.6696569,135.21968530829912,34.67200374484371,0.5744208130907694,2017
1,135.2140986,34.6696569,135.21309016458017,34.67335159736036,0.420161226903281,2017
4,135.210735,34.6631078,135.2107857007368,34.65999929886684,0.34487099443020236,1076
3,135.210735,34.6631078,135.2142152344159,34.65453544238847,1.003052227426997,1076
4,135.210735,34.6631078,135.2092861827211,34.66086894505259,0.28164145433314614,1076
5,135.210735,34.6631078,135.21042740605512,34.66163916539191,0.16534371812771956,1076
4,135.2101714,34.6639883,135.20633609735845,34.66470012548223,0.3603012884524665,456
5,135.210735,34.6631078,135.2071262201862,34.660810553508526,0.4175715335315323,1076
5,135.210735,34.6631078,135.20355577540468,34.65517168424109,1.0991623161351596,1076
3,135.2126072,34.66373,135.218911235189,34.65720012187957,0.9266334202299833,781
1,135.210735,34.6631078,135.2034311429657,34.6571979630231,0.9370420575675789,1076
1,135.2182844,34.6659964,135.2209460215011,34.66578015247797,0.2451346876828573,2525
5,135.2140986,34.6696569,135.2264128584745,34.67755402733228,1.4287087154556641,2017
2,135.2182844,34.6659964,135.22027277288066,34.65726134617581,0.9860091269050983,2525
4,135.210735,34.6631078,135.20577452345717,34.65542755279261,0.9657449653795295,1076
1,135.2182844,34.6659964,135.21950451861673,34.66963233184659,0.41856607482091546,2525
4,135.2182844,34.6659964,135.22076541232278,34.66295488055349,0.4068897536943416,2525
2,135.210735,34.6631078,135.21113164857522,34.66189318761986,0.13956126635419466,1076
3,135.2140986,34.6696569,135.2160639413532,34.670840719393354,0.222919639788402,2017
5,135.2140986,34.6696569,135.22104238389937,34.674174921804756,0.8100726142479977,2017
3,135.2140986,34.6696569,135.20939634242777,34.66828752237505,0.4569710588302265,2017
2,135.2126072,34.66373,135.2118910223922,34.66616634625729,0.27813226799561896,781
1,135.2182844,34.6659964,135.2286141833805,34.6669995874079,0.953315076976729,2525
4,135.210735,34.6631078,135.20640696017387,34.654776181861656,1.0058115944458441,1076
2,135.2126072,34.66373,135.21293548503445,34.662017904528405,0.19229921164927197,781
5,135.2182844,34.6659964,135.22638071142518,34.65473517355199,1.4530700257377915,2525
2,135.2039939,34.6694625,135.20335869761033,34.66767314786532,0.20686251848090823,809
2,135.2140986,34.6696569,135.22520992164337,34.6754616723735,1.204873946677784,2017
5,135.2182844,34.6659964,135.22290849269132,34.659535642170546,0.8326682990243456,2525
3,135.2101714,34.6639883,135.20633664943077,34.66528004633717,0.37957820017450117,456
3,135.2182844,34.6659964,135.21923541276357,34.66447874746794,0.18958741946207294,2525
2,135.2140986,34.6696569,135.21161328625226,34.6675624675193,0.3253808681347443,2017
5,135.2101714,34.6639883,135.204174349914,34.661341001444306,0.6232276103219772,456
2,135.2182844,34.6659964,135.22376153077363,34.66575376416002,0.5027422408665225,2525
1,135.2039939,34.6694625,135.20668865355336,34.676572809088206,0.8265402472494024,809
4,135.2039939,34.6694625,135.20759242161546,34.66806617694678,0.3643842232999444,809
1,135.2182844,34.6659964,135.22722260508527,34.66074830744397,1.0050719040865481,2525
2,135.2182844,34.6659964,135.21747474785673,34.6622152227351,0.42597711421316603,2525
3,135.210735,34.6631078,135.20667797127632,34.660332607480136,0.4827758530015705,1076
3,135.2126072,34.66373,135.21979750448975,34.65720546570824,0.9789169375361285,781
3,135.2182844,34.6659964,135.22261718660528,34.6643188826058,0.43857572997476646,2525
3,135.2126072,34.66373,135.22127007052362,34.65446772956168,1.2985887265119613,781
1,135.2126072,34.66373,135.21582304524534,34.66134361958166,0.39619629630330194,781
5,135.2140986,34.6696569,135.22630590064202,34.67838303735887,1.4794458359624847,2017
3,135.2101714,34.6639883,135.20762249582384,34.667136124818725,0.4201476543448547,456
5,135.2101714,34.6639883,135.20336215017923,34.661194514120304,0.6968582388308923,456
5,135.2140986,34.6696569,135.22291678804163,34.67426329728666,0.9561956828511878,2017
3,135.2126072,34.66373,135.21247456999438,34.666807801106444,0.3416505478255119,781
2,135.2182844,34.6659964,135.22519447930858,34.67448668348489,1.1349961963454402,2525
3,135.2182844,34.6659964,135.22764399267353,34.661244182153865,1.0069355758357736,2525
4,135.2140986,34.6696569,135.2125063702994,34.67718811421668,0.8481206284026701,2017
1,135.2182844,34.6659964,135.22293436468374,34.655803716210094,1.2083865309052484,2525
2,135.2039939,34.6694625,135.2038546336974,34.66465743894124,0.5331998172403971,809
2,135.2126072,34.66373,135.21281750497985,34.66325842286958,0.05575264281576353,781
3,135.2140986,34.6696569,135.21179768153203,34.676930074371164,0.8339491606638574,2017
2,135.2182844,34.6659964,135.22318422574517,34.66065075761294,0.7438930695057304,2525
1,135.210735,34.6631078,135.20542965396703,34.658418181775296,0.7121395249256341,1076
2,135.2182844,34.6659964,135.22417382414585,34.657114850725385,1.123468603626158,2525
2,135.210735,34.6631078,135.20375344398735,34.659551914321995,0.7517581738780383,1076
4,135.2182844,34.6659964,135.2275909508762,34.67596374598744,1.3964857402099076,2525
5,135.2182844,34.6659964,135.22379356541262,34.66760094457789,0.5354064501020247,2525
5,135.210735,34.6631078,135.21105068483075,34.662270499042485,0.0972882784108211,1076
5,135.2182844,34.6659964,135.22070452822803,34.66240710220144,0.45579853071759874,2525
4,135.2182844,34.6659964,135.2285371162714,34.66903632067193,0.9983999714585896,2525
2,135.2182844,34.6659964,135.22081542638878,34.66138449620944,0.561760796274539,2525
2,135.2126072,34.66373,135.2152457351353,34.65948945263695,0.5289526795457766,781
1,135.2182844,34.6659964,135.22382303956778,34.65901402792895,0.9261322036934401,2525
1,135.2039939,34.6694625,135.2054680103225,34.66753184073193,0.2532315213487899,809
3,135.210735,34.6631078,135.20682488207348,34.66170454485427,0.3907540570671728,1076
5,135.210735,34.6631078,135.20994629436856,34.65925270145084,0.4337305576962022,1076
1,135.2182844,34.6659964,135.22742973838695,34.66282576045958,0.9090589860137855,2525
3,135.2140986,34.6696569,135.21133523517318,34.67276831074249,0.428114324090051,2017
5,135.2140986,34.6696569,135.21622429980516,34.67774576558241,0.9182399574269464,2017
3,135.2126072,34.66373,135.2190967777063,34.65762293317377,0.9015757192742927,781
3,135.2182844,34.6659964,135.22054018531077,34.66020481320597,0.6749379576933429,2525
4,135.2182844,34.6659964,135.21781931116337,34.666247549043106,0.050926009429169854,2525
4,135.2140986,34.6696569,135.2171474693939,34.67755036392732,0.9191608365651871,2017
3,135.2126072,34.66373,135.21628996788613,34.655458570041105,0.9777134093237544,781
5,135.2182844,34.6659964,135.22460535820696,34.67174869101224,0.8618850849061107,2525
