S000,lng_w,lat_w,lng_h,lat_h
2,135.2039939,34.6694625,135.21382956067256,34.65230425607905
1,135.2126072,34.66373,135.21751498681243,34.658370042699985
2,135.2039939,34.6694625,135.2144936045042,34.6633719449765
4,135.2140986,34.6696569,135.20336058980257,34.662973788143276
1,135.2140986,34.6696569,135.20587444542403,34.66322042929639
2,135.210735,34.6631078,135.2216380938368,34.66481531773793
1,135.2101714,34.6639883,135.20807327270998,34.665226328598514
3,135.2101714,34.6639883,135.21494698306756,34.65420178669528
4,135.2126072,34.66373,135.21596976680155,34.662386270042084
4,135.2140986,34.6696569,135.22145144478705,34.665418452306135
3,135.2101714,34.6639883,135.20276899884118,34.65770163293212
3,135.2182844,34.6659964,135.20481689222134,34.664213952897555
2,135.210735,34.6631078,135.22125661849628,34.656751284499215
1,135.2140986,34.6696569,135.2044476737541,34.66700555763281
2,135.2126072,34.66373,135.20731381784134,34.66277291525809
4,135.2140986,34.6696569,135.20435590813634,34.65347826198781
4,135.2101714,34.6639883,135.22479134449077,34.668966430712565
4,135.2182844,34.6659964,135.21164542877383,34.66615053670736
2,135.210735,34.6631078,135.20921746010717,34.66423963672388
1,135.2039939,34.6694625,135.20644465480294,34.66942642912099
1,135.2140986,34.6696569,135.22069422109908,34.6543486204445
2,135.2039939,34.6694625,135.21087827212546,34.66063889369044
2,135.2101714,34.6639883,135.21865434495106,34.66878753403938
3,135.210735,34.6631078,135.2056413222426,34.65557476404704
3,135.2101714,34.6639883,135.21094267468453,34.664717940059525
5,135.2101714,34.6639883,135.22822962622138,34.66932418934597
1,135.2182844,34.6659964,135.20323757084805,34.66315487971985
1,135.2182844,34.6659964,135.2066711430791,34.66757609103434
1,135.2039939,34.6694625,135.2040106525562,34.662679485182224
1,135.2101714,34.6639883,135.21976983726017,34.658447472164426
1,135.2140986,34.6696569,135.21588030776488,34.660780418497005
4,135.2039939,34.6694625,135.21065845845536,34.66420161563509
4,135.2126072,34.66373,135.2184635859537,34.65686601525191
2,135.210735,34.6631078,135.22969894878315,34.671110920090875
3,135.2182844,34.6659964,135.21080637207575,34.66174882743433
2,135.2182844,34.6659964,135.20197515753918,34.663291612545876
2,135.2101714,34.6639883,135.2258452847532,34.67186822077527
4,135.2182844,34.6659964,135.20241152958073,34.667067810260804
1,135.2126072,34.66373,135.21667365676834,34.66113058343017
4,135.2101714,34.6639883,135.20728859636273,34.65345866785613
5,135.2182844,34.6659964,135.2196768780891,34.67052387458902
4,135.2182844,34.6659964,135.22873687705146,34.6627380230215
3,135.2140986,34.6696569,135.22857263390816,34.660375676281696
4,135.2101714,34.6639883,135.22989331467295,34.672751563455705
1,135.2182844,34.6659964,135.22608223174913,34.65854656109777
4,135.2101714,34.6639883,135.21347718154655,34.665919613952966
3,135.2126072,34.66373,135.20829020723954,34.661606710358804
4,135.210735,34.6631078,135.21603454797105,34.66129852230644
5,135.2140986,34.6696569,135.21238145665734,34.65788639552293
4,135.2101714,34.6639883,135.21504987977914,34.669272296046074
3,135.2140986,34.6696569,135.22432528493655,34.65456609097606
4,135.2039939,34.6694625,135.21830843524782,34.660070309183325
1,135.2101714,34.6639883,135.2209866839868,34.659545811658305
2,135.210735,34.6631078,135.22933101590831,34.662001569274665
2,135.2126072,34.66373,135.2297731695304,34.66276798917767
1,135.2101714,34.6639883,135.2103648931738,34.668289785370305
4,135.2101714,34.6639883,135.2023351589435,34.66084181515333
4,135.2126072,34.66373,135.22065043469487,34.6546796594578
2,135.210735,34.6631078,135.22314825375287,34.66242471081341
1,135.2101714,34.6639883,135.2041998504224,34.65823367564434
3,135.210735,34.6631078,135.22706904028823,34.65963704840332
4,135.210735,34.6631078,135.22455375637472,34.667474217464985
3,135.2101714,34.6639883,135.20923990276043,34.6653373776575
1,135.2101714,34.6639883,135.21953705694074,34.66811561746937
2,135.2039939,34.6694625,135.2283239248505,34.66883219098501
1,135.210735,34.6631078,135.2117038350615,34.665848659104476
4,135.2140986,34.6696569,135.20784219510782,34.65344769706765
1,135.2039939,34.6694625,135.20683336803998,34.65376700477765
1,135.2101714,34.6639883,135.21958190631648,34.65547003469818
3,135.2039939,34.6694625,135.20640408167105,34.65569760415126
1,135.2126072,34.66373,135.21293716387828,34.661670035694435
5,135.2140986,34.6696569,135.22907787502237,34.65868877426874
2,135.210735,34.6631078,135.20650181468116,34.6665963036663
3,135.2039939,34.6694625,135.2106958387894,34.65576508018601
2,135.2126072,34.66373,135.2038943546155,34.65932620310822
2,135.2126072,34.66373,135.22255984037284,34.66965705679777
3,135.2101714,34.6639883,135.20566743873582,34.66833497521594
1,135.2126072,34.66373,135.22597688456926,34.659109500615045
2,135.2039939,34.6694625,135.21878536596856,34.65874538062761
5,135.2140986,34.6696569,135.22257915396798,34.673083676015054
1,135.2039939,34.6694625,135.2250649896874,34.65522920258731
4,135.2126072,34.66373,135.2218147217045,34.664930544148376
2,135.2126072,34.66373,135.2231278789922,34.65554715534663
5,135.2126072,34.66373,135.2211743956911,34.65458377557254
4,135.210735,34.6631078,135.22230254965763,34.67083043679077
5,135.2126072,34.66373,135.2059917435502,34.671662199520746
3,135.2126072,34.66373,135.2073300778897,34.672965403634194
3,135.2101714,34.6639883,135.22122427712316,34.66391759381188
5,135.2140986,34.6696569,135.2210690586441,34.65811194111531
2,135.2126072,34.66373,135.21912173698675,34.66642624290644
2,135.2039939,34.6694625,135.22856665824048,34.66023765075241
4,135.2126072,34.66373,135.2245133394835,34.65257999397034
4,135.2140986,34.6696569,135.21030432166617,34.66934018902377
1,135.2182844,34.6659964,135.20379974380268,34.65295396857772
2,135.2182844,34.6659964,135.22121348080276,34.67142956270154
4,135.2039939,34.6694625,135.20791030295504,34.672755815978306
1,135.2140986,34.6696569,135.22856353260465,34.66568497479438
1,135.2101714,34.6639883,135.2102674734,34.66871365185685
5,135.2182844,34.6659964,135.20969637004708,34.66741331881302
5,135.2126072,34.66373,135.22338572915697,34.65440608388278
1,135.2182844,34.6659964,135.2027067389814,34.65547945923002
4,135.2101714,34.6639883,135.22275971395956,34.66103279946204
2,135.210735,34.6631078,135.2107745738726,34.6667725260225
5,135.2140986,34.6696569,135.2235376399995,34.6712865596196
1,135.2182844,34.6659964,135.21644384223544,34.66739903074345
2,135.2101714,34.6639883,135.22760972025966,34.666360858659765
4,135.2182844,34.6659964,135.2152393177897,34.663314044410534
3,135.2101714,34.6639883,135.21648170255938,34.65793393098666
3,135.2039939,34.6694625,135.20607454038188,34.669751765468
5,135.2140986,34.6696569,135.21691203047442,34.67182593322947
2,135.2140986,34.6696569,135.22210738645552,34.655538573499236
1,135.2182844,34.6659964,135.22694691668354,34.657773765193255
2,135.2101714,34.6639883,135.2046759975394,34.657407232476416
1,135.2182844,34.6659964,135.21106894347764,34.658279003969
2,135.2039939,34.6694625,135.21799209712077,34.653338204473066
3,135.2039939,34.6694625,135.21922948511224,34.65224575739241
5,135.2039939,34.6694625,135.20593944494547,34.65816247022677
4,135.2039939,34.6694625,135.20786428218616,34.65278014596145
4,135.2101714,34.6639883,135.2111267528881,34.656445917805364
3,135.2182844,34.6659964,135.2272740952993,34.66305459966618
4,135.2182844,34.6659964,135.22559513368597,34.67275736654836
1,135.2101714,34.6639883,135.22895604368819,34.66305095173774
1,135.2182844,34.6659964,135.22076431158132,34.6675842393262
3,135.2126072,34.66373,135.2284998536046,34.66746229204345
5,135.2039939,34.6694625,135.20494643517358,34.67071289447214
2,135.2140986,34.6696569,135.21340871946754,34.66809068951854
2,135.2126072,34.66373,135.22276496742236,34.66811482813427
3,135.2182844,34.6659964,135.22231775181166,34.65449845889915
5,135.2182844,34.6659964,135.2100575770973,34.66651391937343
5,135.2140986,34.6696569,135.22666150508033,34.665664925869976
4,135.2101714,34.6639883,135.21073112059537,34.67172547493724
4,135.2101714,34.6639883,135.22824768660695,34.67122885483834
5,135.2140986,34.6696569,135.22132305000318,34.65565685756393
2,135.2126072,34.66373,135.21103821587778,34.66152613501682
3,135.2140986,34.6696569,135.22670563929262,34.66785959970602
1,135.210735,34.6631078,135.20407059644438,34.66753470082956
2,135.210735,34.6631078,135.20982360807773,34.65619214221399
2,135.2182844,34.6659964,135.2168049071001,34.66491924542251
5,135.210735,34.6631078,135.2020095649114,34.658358335700335
1,135.2182844,34.6659964,135.21326621435466,34.66342449994482
2,135.2101714,34.6639883,135.2096991347122,34.66247474118268
2,135.2126072,34.66373,135.20402704238867,34.66962152541887
3,135.2039939,34.6694625,135.22101518835342,34.660691326015055
2,135.210735,34.6631078,135.21764555229052,34.6555349478135
1,135.2140986,34.6696569,135.20928184154286,34.66861064868935
5,135.2101714,34.6639883,135.20370551788352,34.67014357635551
2,135.2140986,34.6696569,135.20420174691148,34.66818750034676
2,135.210735,34.6631078,135.22427884857854,34.65470294616676
1,135.2039939,34.6694625,135.20576142230442,34.65687306888609
1,135.210735,34.6631078,135.2121111897403,34.66878883095748
1,135.2182844,34.6659964,135.20541347928057,34.66987259629287
5,135.2126072,34.66373,135.2289147508108,34.673058992245515
3,135.2126072,34.66373,135.210973105389,34.67051793727805
5,135.2140986,34.6696569,135.20732032661587,34.657989403570944
4,135.2101714,34.6639883,135.22671884111983,34.66100514836961
2,135.2182844,34.6659964,135.20482647379092,34.670982747502094
3,135.2140986,34.6696569,135.2236096458272,34.66000974710035
5,135.2126072,34.66373,135.20755873170904,34.666299148538435
2,135.2182844,34.6659964,135.208845751752,34.67187486632825
2,135.2140986,34.6696569,135.22846001859813,34.66099465055874
5,135.2039939,34.6694625,135.20780737685828,34.66190957514587
5,135.2101714,34.6639883,135.22122492802256,34.66626656539094
4,135.2140986,34.6696569,135.21952812880332,34.671547287724884
2,135.2140986,34.6696569,135.22581545697918,34.660376709643735
1,135.2101714,34.6639883,135.2182880995458,34.65654933401551
2,135.2126072,34.66373,135.20701183300204,34.6649025158297
2,135.210735,34.6631078,135.21954085901697,34.66528575986495
1,135.210735,34.6631078,135.20893896432787,34.66049953789546
4,135.2140986,34.6696569,135.2250767337336,34.65537945845152
5,135.2126072,34.66373,135.2156903339049,34.67105522764909
2,135.2140986,34.6696569,135.2041059842227,34.66763497006403
4,135.210735,34.6631078,135.20216341656604,34.67291840015453
2,135.2126072,34.66373,135.22195211928437,34.67239579808987
1,135.2140986,34.6696569,135.20299542731388,34.667984124804306
1,135.2101714,34.6639883,135.21948897817109,34.66299624889296
1,135.2140986,34.6696569,135.2066596618352,34.65537896730413
1,135.210735,34.6631078,135.2025937490029,34.66136612682163
1,135.2140986,34.6696569,135.21359652390586,34.663994313017874
1,135.2182844,34.6659964,135.21422272358583,34.65768353490743
2,135.210735,34.6631078,135.2082786835674,34.656083275450136
1,135.2039939,34.6694625,135.22436860314585,34.667256824671284
5,135.2182844,34.6659964,135.22332685657048,34.65950745722467
5,135.210735,34.6631078,135.20872219055406,34.662367021702565
5,135.2039939,34.6694625,135.20510804617942,34.65341079420372
4,135.210735,34.6631078,135.22509220124206,34.6526327594007
5,135.2101714,34.6639883,135.20541885424208,34.670281813659585
1,135.2140986,34.6696569,135.20345157117387,34.6545179765798
2,135.2039939,34.6694625,135.21123413585192,34.66336329883559
2,135.2101714,34.6639883,135.2095839014679,34.67133174978639
4,135.2039939,34.6694625,135.21041695715775,34.660958189526156
3,135.2101714,34.6639883,135.20712163891216,34.65684664321842
4,135.2140986,34.6696569,135.20273423913156,34.66117170964459
1,135.2039939,34.6694625,135.20746477731154,34.66523940042174
3,135.2126072,34.66373,135.21785405306392,34.65498982486383
5,135.2039939,34.6694625,135.21420666421437,34.65771668160019
4,135.2182844,34.6659964,135.206180527111,34.655707807007026
4,135.210735,34.6631078,135.2020675186762,34.66984338769999
3,135.2039939,34.6694625,135.2038965692242,34.66398837597602
1,135.2039939,34.6694625,135.22864248231392,34.66348092859055
2,135.2101714,34.6639883,135.21362591475295,34.65921654117595
2,135.2126072,34.66373,135.2019984153135,34.65514003826116
3,135.210735,34.6631078,135.21685422479428,34.66008033590502
3,135.210735,34.6631078,135.2097037020707,34.6670577640812
1,135.2101714,34.6639883,135.20470099928417,34.67043423636174
1,135.2182844,34.6659964,135.2044679120619,34.665642253974305
1,135.2140986,34.6696569,135.2146514817984,34.66869705117796
5,135.2039939,34.6694625,135.21876730552506,34.65789497766711
5,135.2101714,34.6639883,135.22603179451332,34.67292819790186
4,135.2101714,34.6639883,135.21511097493817,34.66595783989657
2,135.210735,34.6631078,135.22005210300563,34.660133566979376
1,135.2126072,34.66373,135.21494946929315,34.66314596723332
3,135.2126072,34.66373,135.22846465838245,34.66783681396309
2,135.210735,34.6631078,135.22091823493594,34.659589729191424
3,135.210735,34.6631078,135.2105765840874,34.65942644756275
3,135.2140986,34.6696569,135.20608084678514,34.65409118777676
5,135.2101714,34.6639883,135.21917171334576,34.6604542644225
4,135.2039939,34.6694625,135.20434443329125,34.66730935085302
1,135.2101714,34.6639883,135.22823866125285,34.65679955819465
4,135.2182844,34.6659964,135.20969594539102,34.672008478155
5,135.2101714,34.6639883,135.2196820064877,34.66774351825058
1,135.2039939,34.6694625,135.20493006152864,34.653696135056805
3,135.2039939,34.6694625,135.22967157565455,34.655869055733014
2,135.2140986,34.6696569,135.21913983733927,34.656055259733286
3,135.2101714,34.6639883,135.20257439854603,34.661249020304545
3,135.2101714,34.6639883,135.22955195153244,34.65396096991279
3,135.2101714,34.6639883,135.20308434955433,34.66790885502618
5,135.2039939,34.6694625,135.20597489752447,34.65710037719885
3,135.2182844,34.6659964,135.22131569857342,34.67101861585979
1,135.210735,34.6631078,135.21163181616043,34.65373951881101
1,135.2039939,34.6694625,135.2069145277782,34.67191038256452
2,135.2101714,34.6639883,135.2295945826996,34.657056469036085
3,135.2182844,34.6659964,135.208862683888,34.664684020709274
4,135.2101714,34.6639883,135.20722190289803,34.66087089319854
1,135.2140986,34.6696569,135.22365212654486,34.65825158814593
4,135.2126072,34.66373,135.2151530342213,34.669535729594955
3,135.2182844,34.6659964,135.21350671793664,34.66179426090915
3,135.2126072,34.66373,135.2029608509881,34.659000574381274
1,135.210735,34.6631078,135.22398177217417,34.65361424718085
5,135.2126072,34.66373,135.20229233481598,34.65721181104292
5,135.2140986,34.6696569,135.21505987183707,34.65876851900007
3,135.210735,34.6631078,135.2271248246935,34.67273415616398
5,135.2182844,34.6659964,135.22549518520773,34.656593762651774
2,135.2182844,34.6659964,135.20361949478587,34.6687894728965
4,135.210735,34.6631078,135.2174828539993,34.65515374399476
2,135.210735,34.6631078,135.22484396239648,34.66899045968916
4,135.2140986,34.6696569,135.2121283475906,34.66296812609587
2,135.2101714,34.6639883,135.21332051446657,34.65668829083771
5,135.2039939,34.6694625,135.22664206421962,34.65787019263261
2,135.2140986,34.6696569,135.21336897518106,34.655597342754206
2,135.2140986,34.6696569,135.21870991396187,34.671475703770874
5,135.2039939,34.6694625,135.20628338371108,34.66517504459369
3,135.210735,34.6631078,135.2049644145575,34.66498507887478
1,135.210735,34.6631078,135.22418033022586,34.66527877687077
3,135.2126072,34.66373,135.21425875813105,34.65779870160867
2,135.210735,34.6631078,135.22171223908393,34.660036217623116
2,135.2101714,34.6639883,135.21159842196684,34.65702715380088
1,135.2140986,34.6696569,135.20389883984998,34.668007928812784
2,135.2039939,34.6694625,135.22370448656375,34.66542398596235
3,135.210735,34.6631078,135.22913569333986,34.66635845759597
4,135.2101714,34.6639883,135.20472130853787,34.66057109051651
5,135.2126072,34.66373,135.21213235822123,34.65243467652252
2,135.210735,34.6631078,135.20576075364232,34.66394585219727
5,135.2039939,34.6694625,135.21767471659095,34.663441639598766
5,135.2140986,34.6696569,135.20200078575363,34.657644420115
5,135.2140986,34.6696569,135.22104958150376,34.65398816354657
5,135.2182844,34.6659964,135.22225439829577,34.65913272816575
3,135.2039939,34.6694625,135.2056958649693,34.672681984570175
2,135.2182844,34.6659964,135.20614261272357,34.6541907505302
4,135.2140986,34.6696569,135.21177225179633,34.65953092619595
3,135.2182844,34.6659964,135.21198264516846,34.66231164859659
3,135.2039939,34.6694625,135.22161259634237,34.65830907956916
2,135.2039939,34.6694625,135.2288317486032,34.65375610233922
5,135.2182844,34.6659964,135.22380781849245,34.65797947793077
1,135.2101714,34.6639883,135.21703072754894,34.65304023264413
1,135.2039939,34.6694625,135.21046068301604,34.66517009628022
1,135.2039939,34.6694625,135.22414742649468,34.66660622111397
3,135.2140986,34.6696569,135.20473309645212,34.66011373222779
2,135.210735,34.6631078,135.20642626799636,34.66232938379033
5,135.2140986,34.6696569,135.2177208656705,34.65362200850918
2,135.210735,34.6631078,135.22524654185182,34.671109654007694
5,135.2182844,34.6659964,135.22748359767024,34.66065744267764
2,135.2039939,34.6694625,135.20849316653033,34.66171202944226
3,135.2039939,34.6694625,135.22320222203462,34.668123646267325
3,135.2182844,34.6659964,135.20836523953275,34.6659091830439
2,135.2039939,34.6694625,135.22243044924116,34.65394214730318
5,135.2140986,34.6696569,135.21082458237873,34.66333677369925
1,135.2101714,34.6639883,135.20221765998664,34.657751695638545
2,135.2140986,34.6696569,135.20220134764193,34.65471421951352
3,135.2039939,34.6694625,135.22974475524092,34.65272674722174
5,135.210735,34.6631078,135.21542874443054,34.65471651605917
2,135.2140986,34.6696569,135.20666203796455,34.66680647075137
4,135.2126072,34.66373,135.22057427464483,34.65776390921269
2,135.2126072,34.66373,135.22810862881127,34.65381103055157
5,135.2126072,34.66373,135.22692990265153,34.65699814822755
1,135.2101714,34.6639883,135.22767374950612,34.657852455995396
2,135.2140986,34.6696569,135.2150766410303,34.662898964478174
1,135.210735,34.6631078,135.22732243643716,34.65846663066146
1,135.2101714,34.6639883,135.2138863482796,34.65769601161889
1,135.2140986,34.6696569,135.2259876908383,34.65646898584676
1,135.2126072,34.66373,135.22865854594306,34.67309417755567
5,135.2101714,34.6639883,135.2096277062869,34.668086852472264
5,135.2140986,34.6696569,135.22830434482157,34.659520996687256
3,135.2126072,34.66373,135.2110070514116,34.66265892700308
5,135.2039939,34.6694625,135.22511157514742,34.65929987731423
2,135.2140986,34.6696569,135.22766663800078,34.666807318485425
5,135.210735,34.6631078,135.20595316528048,34.66847581352112
2,135.210735,34.6631078,135.2194100379118,34.67150891990485
3,135.2101714,34.6639883,135.220739763594,34.670461156131644
5,135.2101714,34.6639883,135.22805213226,34.6636867311088
1,135.2182844,34.6659964,135.22880495863106,34.65841059052705
4,135.2182844,34.6659964,135.2049383503378,34.655688833009975
5,135.2126072,34.66373,135.20318810890473,34.66666344508314
4,135.2140986,34.6696569,135.2252159134976,34.66209439016002
1,135.2039939,34.6694625,135.2185687359945,34.65344611955042
1,135.2101714,34.6639883,135.21398317831762,34.65642432043326
4,135.2182844,34.6659964,135.22283074629055,34.66781843755534
3,135.2182844,34.6659964,135.22116869121882,34.66371071792957
1,135.2126072,34.66373,135.2296562602862,34.66795047010312
1,135.2101714,34.6639883,135.22192761494216,34.66893525328877
5,135.2039939,34.6694625,135.20585287898982,34.672892971611404
5,135.2126072,34.66373,135.21747797902745,34.672203047110244
5,135.2101714,34.6639883,135.21472667433733,34.67165867371322
3,135.2182844,34.6659964,135.20353641567277,34.65732640102924
3,135.2039939,34.6694625,135.22612209010612,34.6619523762542
2,135.2140986,34.6696569,135.21572349671058,34.66825661180818
3,135.210735,34.6631078,135.22665803918727,34.66234579112779
1,135.2140986,34.6696569,135.22085823416563,34.66410145162227
4,135.2126072,34.66373,135.22592982626946,34.65441663986728
4,135.2101714,34.6639883,135.2161415741144,34.672995375056125
4,135.2140986,34.6696569,135.22443522844395,34.66826470298215
2,135.2039939,34.6694625,135.20210005842276,34.65456412915003
3,135.2039939,34.6694625,135.2250761414634,34.66039424632779
4,135.2039939,34.6694625,135.21425551586606,34.65641379034709
2,135.2140986,34.6696569,135.21295329536298,34.652800010124444
5,135.210735,34.6631078,135.21612025105577,34.66309978944615
5,135.2182844,34.6659964,135.2240606442981,34.65573603150043
3,135.2182844,34.6659964,135.21374781265786,34.67195178363666
2,135.2182844,34.6659964,135.22816893698302,34.665086561511615
4,135.2101714,34.6639883,135.22402292657716,34.66482476779652
2,135.2182844,34.6659964,135.22920044088818,34.66799146390842
5,135.2140986,34.6696569,135.2287837681322,34.67070712297974
2,135.2101714,34.6639883,135.209293979357,34.67110856961242
2,135.2039939,34.6694625,135.21572780349248,34.65992766880345
